,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Transaction_ID,Timestamp,Amount,Merchant,Card_Type,Device,Is_Fraud,Estado,Tipo_Comercio,Uso_Internacional,Historial_Usuario
1088,2025-01-11 17:47:00,18.28,"Martin, Holder and Chung",Discover,Desktop,0,EdoMex,Retail,0,47
1089,2025-02-04 05:56:00,472.94,Simmons-Schmitt,Discover,Tablet,0,Guanajuato,Servicios,0,43
1090,2025-01-17 09:16:00,26.35,Summers Group,Visa,Mobile,0,Puebla,Entretenimiento,0,43
1091,2025-01-04 08:52:00,286,Moran LLC,Amex,Desktop,0,CDMX,Electrónica,0,50
1092,2025-02-01 11:59:00,104.88,Robles-Smith,MasterCard,Mobile,0,Chihuahua,Retail,0,36
1093,2025-01-14 10:06:00,93.58,"Andrews, Perez and Smith",MasterCard,Desktop,0,Jalisco,Supermercado,0,50
1094,2025-01-08 00:32:00,71.89,Mclean LLC,Visa,Mobile,0,Chihuahua,Entretenimiento,0,39
1095,2025-01-09 16:31:00,26.22,Shelton LLC,Amex,Desktop,0,Tamaulipas,Servicios,0,26
1096,2025-01-02 23:58:00,19.42,"Martinez, Hines and Best",MasterCard,Desktop,0,CDMX,Turismo,0,21
1097,2025-01-05 12:26:00,24.91,Davis LLC,Discover,Tablet,0,Guanajuato,Servicios,0,27
1098,2025-01-10 20:44:00,20.63,Johnson Ltd,Amex,Mobile,0,Guanajuato,Retail,0,21
1099,2025-01-27 05:08:00,151.22,"White, Mcfarland and Collins",MasterCard,Tablet,0,CDMX,Entretenimiento,0,40
1100,2025-01-27 23:17:00,43.1,French-Robbins,Amex,Tablet,0,EdoMex,Entretenimiento,0,49
1101,2025-01-01 18:40:00,5.96,Meadows-Riley,Visa,Mobile,0,Chihuahua,Retail,0,16
1102,2025-01-30 04:32:00,347.71,Singleton-Long,Amex,Desktop,0,Nuevo León,Entretenimiento,0,15
1103,2025-01-09 04:04:00,215.23,"Lowe, Cox and Rodriguez",MasterCard,Tablet,0,Baja California,Supermercado,0,2
1104,2025-01-15 03:16:00,262.77,Reed-Fischer,Visa,Mobile,0,Tamaulipas,Entretenimiento,0,1
1105,2025-01-22 08:21:00,528,Duffy-Rice,Amex,Desktop,0,Baja California,Retail,0,46
1106,2025-01-19 14:57:00,19.1,Sherman PLC,Discover,Tablet,0,EdoMex,Turismo,0,49
1107,2025-01-17 23:54:00,50.46,Roman-Clark,MasterCard,Tablet,0,EdoMex,Servicios,0,18
1108,2025-01-18 20:46:00,141.98,Reyes-Solis,Visa,Tablet,0,Baja California,Servicios,0,35
1109,2025-01-08 22:48:00,119.08,Lester Ltd,Amex,Desktop,0,Chihuahua,Restaurante,0,17
1110,2025-02-03 12:12:00,16.71,Rodriguez Ltd,Discover,Tablet,0,Sonora,Servicios,0,1
1111,2025-01-16 20:47:00,169.19,"Hunt, Vega and Smith",MasterCard,Desktop,0,Jalisco,Retail,0,34
1112,2025-01-08 09:45:00,25.42,Rodriguez-Miller,Discover,Tablet,0,Nuevo León,Servicios,0,30
1113,2025-01-15 18:57:00,25.34,"Richards, Schroeder and Farmer",Amex,Mobile,0,Michoacán,Retail,0,27
1114,2025-01-27 02:22:00,77,Montgomery and Sons,Amex,Tablet,0,Baja California,Turismo,0,6
1115,2025-01-10 10:01:00,89.88,Mckee Inc,Visa,Mobile,0,Chihuahua,Turismo,0,29
1116,2025-01-04 03:16:00,86.77,Black and Sons,Discover,Mobile,0,Sonora,Servicios,0,1
1117,2025-01-07 00:28:00,9.59,"Curtis, Kennedy and Lara",Visa,Mobile,0,EdoMex,Retail,0,27
1118,2025-01-07 04:39:00,209.93,Perkins-Grimes,MasterCard,Desktop,0,Tamaulipas,Restaurante,0,15
1119,2025-02-01 11:46:00,30.87,Martinez Group,Visa,Mobile,0,Coahuila,Servicios,0,28
1120,2025-01-22 13:20:00,13.87,Robinson-Webb,MasterCard,Tablet,0,Puebla,Entretenimiento,0,9
1121,2025-01-08 17:05:00,219.6,Bean-Rojas,Amex,Desktop,0,Guanajuato,Restaurante,0,42
1122,2025-01-27 18:24:00,311.57,Young and Sons,Amex,Mobile,0,Tamaulipas,Turismo,0,39
1123,2025-01-16 16:08:00,198.14,"Graham, Davis and Jones",Discover,Desktop,0,Coahuila,Retail,0,39
1124,2025-01-25 22:34:00,165.82,"Cortez, Boyd and Ryan",MasterCard,Desktop,0,Tamaulipas,Servicios,0,46
1125,2025-01-02 05:09:00,106.49,Jackson and Sons,Amex,Desktop,0,CDMX,Restaurante,0,28
1126,2025-02-04 01:44:00,80.04,"Williams, Washington and Pierce",Discover,Tablet,0,CDMX,Electrónica,0,19
1127,2025-01-17 22:41:00,9.1,Hudson-Jackson,Discover,Mobile,1,CDMX,Supermercado,0,6
1128,2025-02-05 03:08:00,52.5,"Richardson, Molina and Hogan",Visa,Desktop,0,Veracruz,Restaurante,0,31
1129,2025-01-29 14:23:00,46.63,Martin-Martinez,Discover,Desktop,0,Veracruz,Servicios,0,10
1130,2025-01-25 21:49:00,30.08,"Hernandez, Bailey and Price",Amex,Desktop,0,EdoMex,Retail,0,9
1131,2025-01-09 18:42:00,128.53,"Durham, Murray and Anderson",Visa,Mobile,0,Guanajuato,Retail,0,48
1132,2025-01-10 01:44:00,68.49,"Wilcox, Gutierrez and Hughes",MasterCard,Desktop,0,Nuevo León,Supermercado,0,39
1133,2025-01-08 10:03:00,8.45,Anderson-Moore,MasterCard,Desktop,0,Baja California,Retail,0,26
1134,2025-01-03 13:00:00,24.87,"Chase, Bradshaw and Smith",Amex,Tablet,0,Sonora,Electrónica,0,28
1135,2025-02-01 01:42:00,114.97,Wilkins PLC,Amex,Mobile,0,Chihuahua,Supermercado,0,3
1136,2025-01-19 22:34:00,7.92,Lee-Cruz,Visa,Tablet,0,Puebla,Supermercado,0,8
1137,2025-01-01 20:09:00,190.52,Soto PLC,Visa,Mobile,0,Guanajuato,Servicios,0,43
1138,2025-01-21 17:00:00,68.35,Stewart PLC,Amex,Mobile,0,Michoacán,Retail,0,24
1139,2025-01-15 07:21:00,65.51,"Miller, Harper and Torres",Amex,Mobile,0,Coahuila,Turismo,0,25
1140,2025-01-06 14:23:00,89.75,Mccarty PLC,MasterCard,Tablet,0,EdoMex,Entretenimiento,0,24
1141,2025-01-11 01:22:00,174.11,Delgado-Mckenzie,MasterCard,Tablet,0,Chihuahua,Servicios,0,24
1142,2025-01-10 09:55:00,42.74,"Marquez, Molina and Smith",MasterCard,Tablet,0,Puebla,Restaurante,0,15
1143,2025-02-01 05:43:00,113.33,Hernandez-Wells,Amex,Tablet,0,Nuevo León,Entretenimiento,0,40
1144,2025-01-30 06:05:00,83.41,"Aguilar, Wright and Roth",Discover,Desktop,0,Chihuahua,Retail,0,3
1145,2025-01-22 23:32:00,31.06,Taylor-Farrell,Amex,Desktop,0,Veracruz,Electrónica,0,14
1146,2025-01-23 22:12:00,210.89,Martinez LLC,Amex,Desktop,0,Guanajuato,Electrónica,0,14
1147,2025-01-22 21:06:00,159.67,"Woodard, Taylor and Farrell",MasterCard,Mobile,0,CDMX,Retail,0,31
1148,2025-01-11 04:21:00,107.43,"Craig, Diaz and Moreno",Amex,Desktop,0,Sonora,Entretenimiento,0,12
1149,2025-01-29 23:47:00,190.1,"Dennis, Donaldson and Carlson",Visa,Mobile,0,EdoMex,Restaurante,0,24
1150,2025-01-13 02:20:00,201.96,Oneill and Sons,Amex,Tablet,0,Guanajuato,Restaurante,0,47
1151,2025-01-17 03:36:00,123.22,Tran Inc,Amex,Mobile,0,Coahuila,Turismo,0,22
1152,2025-01-24 10:56:00,181.41,Grant-Patton,Amex,Mobile,0,Guanajuato,Entretenimiento,0,31
1153,2025-01-15 23:12:00,119.56,Johnson LLC,Amex,Desktop,0,Sonora,Servicios,0,17
1154,2025-02-01 14:01:00,113.99,Bell-Munoz,Discover,Tablet,0,EdoMex,Supermercado,0,38
1155,2025-01-27 10:42:00,96.39,"Davis, Gonzales and Hill",Amex,Tablet,0,Baja California,Entretenimiento,0,24
1156,2025-01-14 18:51:00,139.72,Hale-Haas,Visa,Desktop,0,Veracruz,Entretenimiento,0,1
1157,2025-01-22 00:19:00,17.27,Foster Ltd,Visa,Tablet,0,Michoacán,Servicios,0,36
1158,2025-02-01 05:27:00,212.75,Campos Group,Amex,Tablet,0,Guanajuato,Electrónica,0,18
1159,2025-01-27 14:57:00,205.45,"Hurley, Sullivan and Huffman",MasterCard,Tablet,0,Puebla,Servicios,0,3
1160,2025-01-22 03:43:00,2.97,Turner Group,Discover,Desktop,0,Nuevo León,Retail,0,29
1161,2025-01-27 02:07:00,174.76,"Munoz, Phillips and Huerta",Amex,Tablet,0,Veracruz,Retail,0,4
1162,2025-01-08 06:07:00,13.8,Marquez PLC,Amex,Mobile,0,Puebla,Entretenimiento,0,21
1163,2025-01-07 15:11:00,40.81,Wade PLC,Amex,Mobile,0,CDMX,Retail,0,33
1164,2025-01-06 10:05:00,136.07,Mills-Bowman,MasterCard,Tablet,0,CDMX,Electrónica,0,27
1165,2025-01-06 08:16:00,17.53,Brown and Sons,MasterCard,Desktop,0,EdoMex,Electrónica,0,29
1166,2025-01-04 19:19:00,170.36,"Edwards, Stevens and Reid",MasterCard,Desktop,0,Coahuila,Servicios,0,8
1167,2025-01-01 18:17:00,178.46,"Oliver, Parker and Woods",Discover,Desktop,0,Veracruz,Entretenimiento,0,25
1168,2025-01-10 01:12:00,70.82,Brooks-Castro,Visa,Tablet,0,Michoacán,Electrónica,0,28
1169,2025-02-01 14:32:00,0.64,Jones-Park,Discover,Tablet,0,Coahuila,Supermercado,0,21
1170,2025-01-29 11:46:00,33.83,Smith-Allen,MasterCard,Mobile,0,Chihuahua,Supermercado,0,38
1171,2025-01-17 05:30:00,95.95,Young-Hensley,Visa,Desktop,0,CDMX,Turismo,0,44
1172,2025-02-05 19:51:00,397.32,"Smith, Rodriguez and Perez",Visa,Mobile,0,CDMX,Restaurante,0,44
1173,2025-01-20 16:29:00,99.92,Keith-Castro,MasterCard,Mobile,0,CDMX,Retail,0,1
1174,2025-01-18 07:15:00,30.08,Reynolds and Sons,MasterCard,Desktop,0,Coahuila,Turismo,0,14
1175,2025-02-05 08:05:00,100.51,"Li, Hawkins and Mathews",Discover,Tablet,0,Sonora,Turismo,0,16
1176,2025-01-04 05:11:00,77.65,Jenkins-Johnson,MasterCard,Tablet,0,Guanajuato,Turismo,0,21
1177,2025-01-12 06:01:00,151.34,"Chambers, Shannon and Arnold",Visa,Mobile,1,Baja California,Electrónica,0,22
1178,2025-01-30 01:50:00,11.31,Boyd-Miller,Amex,Mobile,0,Michoacán,Entretenimiento,0,50
1179,2025-01-02 19:10:00,143.14,"Sanchez, Cruz and Thompson",MasterCard,Mobile,0,Nuevo León,Restaurante,0,28
1180,2025-02-03 18:49:00,77.93,"Taylor, Wright and Ortiz",MasterCard,Mobile,0,Veracruz,Servicios,0,9
1181,2025-01-29 05:44:00,329.66,"Clark, Chen and Caldwell",Discover,Desktop,0,Coahuila,Electrónica,0,17
1182,2025-01-26 03:49:00,41.84,Pacheco PLC,Discover,Mobile,0,Michoacán,Supermercado,0,46
1183,2025-01-12 21:35:00,100.14,Hebert-Arnold,MasterCard,Mobile,0,Baja California,Entretenimiento,0,40
1184,2025-01-21 03:18:00,268.87,"Castro, Douglas and Lopez",Visa,Tablet,0,Coahuila,Restaurante,0,9
1185,2025-01-15 20:17:00,10.82,"Tucker, Rogers and Mcdaniel",Visa,Tablet,0,Puebla,Turismo,0,21
1186,2025-01-13 03:41:00,276.83,Daniels-Huff,Amex,Tablet,0,Chihuahua,Entretenimiento,0,50
1187,2025-01-02 09:16:00,116.44,Hamilton Inc,MasterCard,Desktop,0,CDMX,Restaurante,0,9
1188,2025-01-03 01:15:00,7.02,Beard-Potter,Discover,Desktop,0,Coahuila,Entretenimiento,0,29
1189,2025-01-26 01:18:00,35.81,Sanchez Group,Visa,Tablet,0,Coahuila,Retail,0,46
1190,2025-01-20 02:48:00,123.16,"Hall, Chan and Thomas",Amex,Tablet,0,Baja California,Electrónica,0,44
1191,2025-01-03 08:29:00,6.97,Fuller Group,MasterCard,Mobile,0,CDMX,Servicios,0,12
1192,2025-02-04 23:17:00,87.27,"Buchanan, Ball and Lee",Visa,Mobile,0,Baja California,Turismo,0,4
1193,2025-01-27 06:15:00,42.45,Sanford Group,MasterCard,Desktop,0,Tamaulipas,Servicios,0,32
1194,2025-01-16 16:38:00,97,"Stafford, English and Dorsey",MasterCard,Desktop,0,EdoMex,Entretenimiento,0,34
1195,2025-02-02 20:26:00,4.68,"Willis, Sutton and Green",Visa,Mobile,0,CDMX,Servicios,0,44
1196,2025-01-10 13:38:00,205.21,"Prince, Carter and Stephens",Visa,Tablet,0,Coahuila,Turismo,0,3
1197,2025-01-01 21:09:00,363.02,Miller Inc,Visa,Mobile,0,Baja California,Entretenimiento,0,42
1198,2025-01-13 02:27:00,346.98,Singleton-Garcia,MasterCard,Desktop,0,Chihuahua,Entretenimiento,0,44
1199,2025-01-16 19:30:00,138.49,Montes Ltd,MasterCard,Desktop,0,Tamaulipas,Restaurante,0,20
1200,2025-01-04 20:33:00,13.94,Collins and Sons,Amex,Mobile,0,Baja California,Supermercado,0,25
1201,2025-01-24 10:45:00,141.99,George-Curtis,Discover,Mobile,0,EdoMex,Entretenimiento,0,25
1202,2025-01-30 17:30:00,2.49,Oliver-Frost,MasterCard,Mobile,0,EdoMex,Retail,0,32
1203,2025-02-03 07:05:00,2.24,Yu-Frye,Discover,Desktop,0,Baja California,Turismo,0,32
1204,2025-01-13 16:03:00,39.1,Martinez and Sons,Visa,Tablet,0,Baja California,Turismo,0,43
1205,2025-01-19 02:19:00,67.07,Black and Sons,MasterCard,Mobile,0,Tamaulipas,Restaurante,0,30
1206,2025-01-12 09:57:00,147.14,"Mcbride, Stout and Page",Amex,Desktop,0,Sonora,Supermercado,0,9
1207,2025-01-14 08:17:00,114.98,Bartlett Group,Amex,Desktop,0,Puebla,Restaurante,0,18
1208,2025-01-06 00:56:00,59.04,Wright-Morales,Discover,Desktop,0,Coahuila,Supermercado,0,5
1209,2025-01-15 21:20:00,31.97,"Long, Thomas and Sanchez",Visa,Mobile,0,Michoacán,Retail,0,6
1210,2025-01-19 00:15:00,585.15,Solis Group,Discover,Mobile,0,Tamaulipas,Electrónica,0,21
1211,2025-01-08 17:42:00,55.54,Scott-Parker,Visa,Tablet,0,Puebla,Supermercado,0,47
1212,2025-02-02 03:56:00,60.04,Willis Ltd,Amex,Desktop,0,Michoacán,Servicios,0,31
1213,2025-01-31 21:41:00,17.87,"French, Lane and Campbell",Discover,Mobile,0,EdoMex,Turismo,0,37
1214,2025-01-16 20:01:00,158.38,Bell-Lopez,Amex,Desktop,0,Sonora,Supermercado,0,8
1215,2025-01-14 21:45:00,118.31,Barton-Mccormick,Amex,Desktop,0,Jalisco,Retail,0,12
1216,2025-01-01 19:46:00,24.94,"Dominguez, Rodriguez and Scott",Visa,Tablet,0,Guanajuato,Retail,0,44
1217,2025-01-11 03:48:00,8.6,Mitchell-Wolfe,Discover,Mobile,0,Chihuahua,Servicios,0,39
1218,2025-01-23 12:21:00,114.1,"Newman, Johnson and Thornton",Discover,Mobile,0,Chihuahua,Supermercado,0,14
1219,2025-01-22 10:46:00,106.28,"Haynes, Cummings and Turner",Amex,Desktop,0,Jalisco,Retail,0,42
1220,2025-01-14 01:49:00,31.92,Benton Ltd,Amex,Desktop,0,CDMX,Restaurante,0,27
1221,2025-01-25 14:38:00,301.32,Savage-Davis,Visa,Tablet,0,Chihuahua,Servicios,0,47
1222,2025-01-21 19:59:00,16.38,"Perez, Smith and Knight",MasterCard,Tablet,0,EdoMex,Servicios,0,10
1223,2025-01-25 16:42:00,56.62,"Leblanc, Gates and Coffey",MasterCard,Tablet,0,Nuevo León,Turismo,0,30
1224,2025-01-05 11:29:00,287.56,Keller-Robles,Amex,Tablet,0,CDMX,Electrónica,0,11
1225,2025-01-19 17:57:00,54.43,Dorsey and Sons,MasterCard,Tablet,0,EdoMex,Restaurante,0,34
1226,2025-01-04 02:38:00,101.76,"Miller, Bailey and Ray",MasterCard,Tablet,0,Chihuahua,Servicios,0,30
1227,2025-01-10 01:15:00,50.68,"Shepherd, Smith and Griffin",MasterCard,Desktop,0,Jalisco,Electrónica,0,14
1228,2025-01-06 01:40:00,32.05,Jones-Vega,MasterCard,Tablet,0,Coahuila,Turismo,0,28
1229,2025-01-17 07:23:00,413.38,"Tucker, Lara and Hall",Amex,Desktop,0,Chihuahua,Supermercado,0,24
1230,2025-01-15 16:43:00,52.65,Davis Inc,MasterCard,Desktop,0,Nuevo León,Restaurante,0,13
1231,2025-01-12 16:39:00,224.53,"Sanchez, Blake and Ortiz",MasterCard,Mobile,0,Veracruz,Electrónica,0,49
1232,2025-01-22 12:47:00,26.13,Hall-Juarez,Visa,Desktop,0,Nuevo León,Supermercado,0,50
1233,2025-01-24 02:08:00,23.97,Lopez-Austin,Amex,Desktop,0,EdoMex,Servicios,0,26
1234,2025-01-15 04:53:00,3.16,Sanchez Group,Discover,Tablet,0,Puebla,Entretenimiento,0,42
1235,2025-01-10 18:51:00,105.46,Silva Group,Discover,Desktop,0,Veracruz,Restaurante,0,2
1236,2025-01-24 11:29:00,45.97,Odom-Barnett,Visa,Tablet,0,Michoacán,Servicios,0,28
1237,2025-01-21 22:33:00,199.77,"White, Bender and Walters",Visa,Tablet,0,Chihuahua,Entretenimiento,0,42
1238,2025-01-22 01:17:00,64.1,Garcia Ltd,Amex,Tablet,0,Tamaulipas,Electrónica,0,37
1239,2025-02-03 05:21:00,344.81,Reilly-James,Discover,Mobile,0,Coahuila,Servicios,0,17
1240,2025-01-20 07:48:00,20.52,Ware-Saunders,MasterCard,Tablet,0,Veracruz,Retail,0,33
1241,2025-01-23 10:00:00,202.97,"Hall, Lynch and Morris",Visa,Desktop,0,Nuevo León,Entretenimiento,0,19
1242,2025-01-03 08:48:00,149.88,Pollard-Young,Discover,Tablet,0,Tamaulipas,Restaurante,0,48
1243,2025-01-19 13:39:00,147.37,Proctor and Sons,Amex,Tablet,0,Sonora,Retail,0,3
1244,2025-01-08 19:30:00,186.29,Powell Inc,MasterCard,Tablet,0,EdoMex,Servicios,0,9
1245,2025-01-13 14:26:00,143.14,"Miller, Martin and Hahn",Amex,Mobile,0,Michoacán,Servicios,0,13
1246,2025-01-16 22:59:00,98.41,Herrera-Bird,Visa,Desktop,0,Coahuila,Supermercado,0,41
1247,2025-01-11 12:43:00,14.07,Swanson-Mills,Discover,Mobile,0,Sonora,Electrónica,0,2
1248,2025-01-03 12:53:00,3.31,"Miller, Stevens and Jackson",Discover,Desktop,0,EdoMex,Supermercado,0,50
1249,2025-01-20 08:28:00,253.64,Coffey PLC,Discover,Mobile,0,Puebla,Servicios,0,42
1250,2025-01-22 07:58:00,95.88,Lewis-Prince,Discover,Desktop,0,Nuevo León,Retail,0,35
1251,2025-02-05 00:23:00,159.23,Jackson Ltd,MasterCard,Mobile,0,Jalisco,Servicios,0,28
1252,2025-01-05 16:41:00,65.69,Oconnor-Williams,MasterCard,Tablet,0,Guanajuato,Retail,0,21
1253,2025-01-28 04:21:00,12.48,Murray-Lee,Amex,Mobile,0,Puebla,Entretenimiento,0,47
1254,2025-01-03 05:21:00,13.37,Higgins PLC,MasterCard,Mobile,0,Tamaulipas,Supermercado,0,21
1255,2025-01-18 08:22:00,115.7,"Rich, Garcia and Evans",Visa,Tablet,0,CDMX,Restaurante,0,6
1256,2025-01-16 05:01:00,56.27,"Shelton, Marsh and Gordon",Visa,Tablet,0,Baja California,Entretenimiento,0,6
1257,2025-01-13 18:30:00,22.38,Martin-Johnson,Discover,Desktop,0,Baja California,Electrónica,0,33
1258,2025-01-24 18:17:00,67.65,Wright Inc,Visa,Desktop,0,Chihuahua,Retail,0,35
1259,2025-01-10 04:32:00,6.64,Costa and Sons,Amex,Desktop,0,Nuevo León,Supermercado,0,9
1260,2025-01-26 09:59:00,87.22,Bell and Sons,MasterCard,Mobile,0,Nuevo León,Electrónica,0,37
1261,2025-01-06 09:42:00,31.33,"Johnson, Ramirez and Moore",MasterCard,Desktop,0,Jalisco,Entretenimiento,0,17
1262,2025-01-25 14:05:00,159.73,Jones Group,MasterCard,Mobile,0,Veracruz,Supermercado,0,34
1263,2025-01-11 18:41:00,37.16,Hudson Group,Visa,Mobile,0,Baja California,Electrónica,0,32
1264,2025-01-24 05:15:00,60.74,Black-Russell,MasterCard,Desktop,0,Michoacán,Supermercado,0,11
1265,2025-02-01 22:54:00,1.17,"Castro, Fitzgerald and Johnson",Discover,Desktop,0,Tamaulipas,Supermercado,0,35
1266,2025-01-10 12:22:00,7.52,Bradshaw and Sons,Discover,Mobile,0,Veracruz,Retail,0,16
1267,2025-01-24 01:56:00,49.84,Miller Inc,Discover,Tablet,0,Nuevo León,Restaurante,0,5
1268,2025-01-19 01:10:00,65.38,"Escobar, Young and Cortez",Visa,Tablet,0,Guanajuato,Turismo,0,1
1269,2025-02-01 22:26:00,91.63,"Pena, Hunt and Archer",MasterCard,Mobile,0,Tamaulipas,Electrónica,0,40
1270,2025-01-28 00:59:00,34.48,"Horne, Duncan and Gonzalez",Visa,Desktop,0,Nuevo León,Entretenimiento,0,39
1271,2025-01-25 03:29:00,118.74,Sanchez LLC,MasterCard,Mobile,0,Guanajuato,Servicios,0,32
1272,2025-02-01 02:25:00,196.7,Middleton Group,Amex,Mobile,0,Coahuila,Servicios,0,4
1273,2025-01-07 07:15:00,151.35,Reyes LLC,Amex,Desktop,0,Coahuila,Retail,0,6
1274,2025-01-01 10:44:00,4.04,Hood-Jenkins,Visa,Tablet,0,Puebla,Entretenimiento,0,45
1275,2025-02-02 13:54:00,65.49,"Brady, Fischer and Arnold",Discover,Mobile,0,Nuevo León,Servicios,0,33
1276,2025-01-08 00:37:00,11.09,Abbott-Buckley,Visa,Tablet,0,Baja California,Electrónica,0,15
1277,2025-01-21 11:26:00,27.71,Ray Inc,Discover,Tablet,0,Baja California,Supermercado,0,12
1278,2025-01-03 19:54:00,431.72,Terrell LLC,MasterCard,Desktop,0,Veracruz,Restaurante,0,49
1279,2025-01-31 02:20:00,15.37,Pittman-Hammond,Discover,Mobile,0,EdoMex,Servicios,0,27
1280,2025-01-03 00:45:00,69.09,"Bush, Hayes and Williams",Discover,Mobile,0,Guanajuato,Entretenimiento,0,11
1281,2025-01-28 06:27:00,96.27,Sullivan-Rice,MasterCard,Tablet,0,CDMX,Retail,0,13
1282,2025-01-03 13:05:00,121.22,White-Reid,Amex,Tablet,0,Sonora,Restaurante,0,32
1283,2025-02-03 05:50:00,82.02,"Munoz, Hall and Miller",MasterCard,Desktop,0,Michoacán,Retail,0,42
1284,2025-01-26 18:41:00,0.98,Sandoval Group,Visa,Tablet,0,Chihuahua,Turismo,0,14
1285,2025-02-02 20:35:00,39.52,Garcia-Reed,Visa,Desktop,0,Puebla,Supermercado,0,27
1286,2025-01-25 15:51:00,72.92,"Deleon, Zavala and Carter",Visa,Mobile,0,Chihuahua,Retail,0,3
1287,2025-01-07 03:55:00,9.2,"Garcia, Mcclain and Howe",Visa,Desktop,0,Tamaulipas,Turismo,0,15
1288,2025-01-23 13:52:00,43.17,Fitzpatrick-Simpson,Visa,Tablet,0,Veracruz,Retail,0,42
1289,2025-01-22 02:14:00,3.38,"Perez, Woods and Keller",Amex,Mobile,0,Tamaulipas,Electrónica,0,15
1290,2025-01-23 03:54:00,8.18,"Sanchez, Calderon and Richardson",Amex,Desktop,0,Veracruz,Turismo,0,15
1291,2025-01-17 06:33:00,50.57,"Bates, Wang and Stevens",Discover,Mobile,0,EdoMex,Restaurante,0,44
1292,2025-01-09 12:35:00,14.24,"Sampson, Johnston and Mendoza",Visa,Desktop,0,Jalisco,Electrónica,0,29
1293,2025-01-22 06:40:00,83.83,Cook-Butler,MasterCard,Tablet,0,Guanajuato,Retail,0,48
1294,2025-01-19 06:15:00,116.95,Williams-Davis,Visa,Tablet,0,Coahuila,Retail,0,49
1295,2025-01-20 04:33:00,161.24,"Gomez, Rodriguez and Edwards",Amex,Mobile,0,Michoacán,Supermercado,0,22
1296,2025-01-24 02:00:00,22.33,Todd Ltd,Visa,Mobile,0,EdoMex,Entretenimiento,0,48
1297,2025-01-27 02:45:00,18.33,Petersen-Decker,Amex,Mobile,0,Veracruz,Servicios,0,18
1298,2025-01-21 19:38:00,11.04,"Maxwell, Webster and Roberts",Discover,Desktop,0,Nuevo León,Restaurante,0,40
1299,2025-02-02 01:35:00,101.18,Stephens Ltd,Discover,Tablet,0,CDMX,Electrónica,0,45
1300,2025-01-15 14:31:00,122.58,"Jefferson, Bowers and Marquez",Discover,Mobile,0,Sonora,Servicios,0,32
1301,2025-01-10 08:26:00,3.21,"Gill, Small and Hunter",Amex,Mobile,0,EdoMex,Restaurante,0,28
1302,2025-01-11 12:30:00,275.22,Smith-Lowe,Visa,Mobile,0,Baja California,Electrónica,0,22
1303,2025-02-01 00:28:00,5.34,Mclaughlin-Martin,Visa,Desktop,0,Chihuahua,Retail,0,33
1304,2025-01-03 17:26:00,77.94,Davies-Munoz,MasterCard,Mobile,0,Veracruz,Turismo,0,14
1305,2025-01-14 22:28:00,123.46,Reynolds PLC,Amex,Mobile,0,Jalisco,Electrónica,0,49
1306,2025-01-16 15:59:00,204.77,Simmons PLC,MasterCard,Desktop,0,Nuevo León,Supermercado,0,14
1307,2025-01-16 03:19:00,125.21,Carpenter Ltd,Discover,Desktop,0,Tamaulipas,Restaurante,0,8
1308,2025-01-19 18:33:00,161.81,Villanueva LLC,Visa,Mobile,0,Veracruz,Supermercado,0,26
1309,2025-01-13 09:46:00,41.47,Vincent Ltd,Amex,Mobile,0,EdoMex,Turismo,0,46
1310,2025-01-21 06:00:00,168.65,Lee Inc,MasterCard,Desktop,0,Jalisco,Entretenimiento,0,28
1311,2025-01-04 02:25:00,8.35,Chapman Ltd,MasterCard,Tablet,0,Chihuahua,Restaurante,0,22
1312,2025-01-27 13:25:00,225.21,Brooks-Green,MasterCard,Desktop,0,Guanajuato,Supermercado,0,21
1313,2025-01-13 07:13:00,79.32,Browning LLC,Visa,Tablet,0,Baja California,Entretenimiento,0,5
1314,2025-01-24 13:00:00,169.99,"Phillips, Mcgee and Vazquez",Visa,Mobile,0,Nuevo León,Entretenimiento,0,33
1315,2025-01-04 06:49:00,60.21,Parker-Thompson,Visa,Mobile,0,Michoacán,Servicios,0,25
1316,2025-01-12 05:05:00,103.16,Martinez-Evans,Amex,Tablet,0,Puebla,Entretenimiento,0,40
1317,2025-01-22 16:51:00,74.74,"Ford, Stevens and Benitez",Visa,Desktop,0,Jalisco,Supermercado,0,9
1318,2025-01-20 07:33:00,131.52,Smith-Nielsen,Amex,Mobile,0,Jalisco,Restaurante,0,3
1319,2025-01-07 02:30:00,8.52,Miller-Silva,MasterCard,Tablet,0,Coahuila,Supermercado,0,44
1320,2025-02-01 09:17:00,6.23,Tucker Inc,MasterCard,Desktop,0,Tamaulipas,Supermercado,0,34
1321,2025-01-29 20:07:00,28.38,"Myers, Farmer and Ford",Discover,Tablet,0,Sonora,Electrónica,0,15
1322,2025-01-04 22:10:00,17.38,"Leonard, Johnson and Taylor",Visa,Desktop,0,Coahuila,Restaurante,0,20
1323,2025-02-03 01:36:00,205.4,"Rhodes, Ramirez and Brady",MasterCard,Desktop,0,Puebla,Entretenimiento,0,17
1324,2025-01-29 16:26:00,24.75,Garcia and Sons,Visa,Desktop,0,Jalisco,Supermercado,0,14
1325,2025-01-15 19:36:00,372.41,Martin Group,Amex,Desktop,0,Veracruz,Supermercado,0,36
